Rate,fin_flag_number,rst_flag_number,ack_flag_number,ack_count,fin_count,rst_count,HTTP,HTTPS,DNS,UDP,ARP,Max,IAT,Magnitue,Radius,Covariance,Variance,Protocol Type,syn_count,Label
-0.1012087542816314,-0.6186347168004921,-0.5734407033899089,-2.560040394344655,-0.6670552185362539,-0.3583327362054139,-0.5229510975978308,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,6.38044852441566,1.414120073207216,1.801815279405394,1.3623934279773622,1.6794890132617148,2.8801774998755416,2.036435394675544,0.7642507875139749,5.852515424081374,-0.8570658845259539,0
-0.1032227904432346,-0.6186347168004921,-0.5734407033899089,0.4382140833755419,-0.6670552185362539,-0.3583327362054139,2.030116918737575,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,0.4857180204943944,-0.1284940547360345,0.195280499641378,-1.361229035275904,-0.1310132468323383,0.2722580165934642,0.0113748435217878,0.4719557886420162,0.5060873133428899,-0.8570658845259539,0
-0.098981033954686,-0.6186347168004921,-0.5734407033899089,-2.2269010079313,-0.6670552185362539,-0.3583327362054139,-0.5195448201633762,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,6.38044852441566,-0.1284940547360345,0.8925064311953634,1.362259525050887,1.1127900856712234,1.3995014266373609,0.4015012286978689,0.7642507875139749,6.243717480964677,-0.6274786831231434,9
-0.1032552369367838,-0.6186347168004921,-0.5734407033899089,0.771353469788897,-0.6670552185362539,-0.3583327362054139,1.038007076346824,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,-0.2511232924957638,-0.1284940547360345,-0.409944771976063,1.362478975703836,-0.4008869501315772,-0.4006924555326314,-0.3512950316309137,0.7642507875139749,-0.2111164576098332,-0.8570658845259539,0
-0.1007249462589156,-0.1420170490877208,-0.24373029798165,0.3049583288101997,0.9217573090359203,0.2553972151220465,-0.5182264646378189,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,-0.2511232924957638,-0.1284940547360345,-0.500367513617184,-0.0005178859524741,-0.4061353529477703,-0.4547983897606872,-0.352836420710397,0.5888737881907995,-0.2111164576098332,2.334196214973112,3
-0.1032300754231587,-0.6186347168004921,-0.5734407033899089,0.771353469788897,-0.6670552185362539,-0.3583327362054139,0.4231109202160353,-0.0916962538941365,0.3062902866419985,-0.0839593880859803,-0.2511232924957638,-0.1284940547360345,1.7750709015168638,1.3624819897345917,0.2500136997090054,1.4012478714801346,0.4078133070489332,0.7642507875139749,-0.2111164576098332,-0.8570658845259539,0
-0.1032415477879012,-0.6186347168004921,-0.5734407033899089,0.771353469788897,-0.6670552185362539,-0.3583327362054139,-0.3707409596471133,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,-0.2511232924957638,-0.1284940547360345,-0.5254804844545139,-1.3612290368822313,-0.4249840893399115,-0.49323700805813,-0.3533932388871844,0.4719557886420162,-0.2111164576098332,-0.8570658845259539,0
-0.1004566223600093,-0.6186347168004921,-0.4635372349204893,0.5381558992995485,-0.349292713021819,0.5870093662425291,-0.4973157059429731,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,-0.2511232924957638,-0.1284940547360345,2.995256398303172,-0.0004439481647853,3.3439194066966405,3.2686527943291304,3.64570215761857,0.4719557886420162,-0.2111164576098332,-0.684875483473846,2
-0.1028872765742939,1.0971888869654842,-0.1704613190020369,0.3715862060928708,1.033908781570427,-0.125709286911941,-0.5199485271185709,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,-0.2511232924957638,-0.1284940547360345,-0.5094071133435072,-0.0004426950134279,-0.4244038630806037,-0.469441190870728,-0.3531215137086574,0.3550377890932326,-0.2111164576098332,0.8648381259951249,1
-0.1032138158050557,-0.6186347168004921,-0.5734407033899089,0.1050746969621867,-0.6670552185362539,-0.3583327362054139,1.9570711915320504,-0.0916962538941365,-0.2417264265103865,-0.0839593880859803,1.2225593334845526,-0.1284940547360345,1.713558832373244,1.3624225326606845,0.4660331640658584,1.6569420507490873,0.630441075064008,0.7642507875139749,1.223291084295613,-0.8570658845259539,0
